gereuuidin te godes 900 1
gereuuidun sie thea 900 1
geriedi themu uuerode 900 1
gerihti ûs that 900 1
geriuuide ina sniumo 900 1
germanicam linguam poetice 900 1
gern bium ik 900 1
gern iudas gangan 900 1
gern tharod quadun 900 1
gern thô quaddun 900 1
gern uuas he 900 1
gern uurêdes uuillean 900 1
gerna sind that 900 1
gerne sint that 900 1
gerno an is 900 1
gerno antfeng <EOS> 900 1
gerno antfeng ald 900 1
gerno antfeng mancunnies 900 1
gerno bad <EOS> 900 2
gerno bad that 900 3
gerno biddean nu 900 1
gerno biddian <EOS> 900 1
gerno biddian that 900 1
gerno bidid <EOS> 900 1
gerno bigeten he 900 1
gerno drôgun gumono 900 1
gerno dôt <EOS> 900 1
gerno endi uuârun 900 1
gerno farlâtan thegan 900 1
gerno for theson 900 1
gerno ford lêstien 900 1
gerno frummien he 900 1
gerno fulgangan grurios 900 1
gerno gangan thoh 900 1
gerno gehue uuesan 900 1
gerno gelden ni 900 1
gerno gelêstien <EOS> 900 1
gerno gengun <EOS> 900 1
gerno geuunodun uueros 900 1
gerno gitellien uurêdes 900 1
gerno gode theonoda 900 1
gerno gode thionodin 900 1
gerno gode thionot 900 1
gerno gâbun <EOS> 900 1
gerno gôdan drohtin 900 1
gerno hôrien ni 900 1
gerno is gebodskepi 900 1
gerno is geld 900 1
gerno ne uuili 900 1
gerno ni duan 900 1
gerno suuîdo mid 900 1
gerno suuîdo uueros 900 2
gerno suîdo <EOS> 900 2
gerno te agebanne 900 1
gerno te gode 900 1
gerno that hie 900 2
gerno thes gramon 900 1
gerno thurh godes 900 1
gerno uueldin obar 900 1
gerno uuili gode 900 1
gerno uurîtan uuîslîco 900 1
gernora mikilu thes 900 1
gerodi for themu 900 1
gerot gi simbla 900 1
geru scal man 800 1
geruuines rode danan 800 1
gerêdi drohtin dauides 900 1
gerêdi quad that 900 1
geríhti unde ih 1000 1
gerîpod an thesumu 900 1
gerûni diapa githâhti 900 1
gesah huergin hebbean 900 1
gesah thit is 900 1
gesah uualdand krist 900 1
gesamnod helidos thurh 900 1
gesamnod thô gisah 900 1
gesamnod uuard <EOS> 900 1
gesat allaro barno 900 1
gescriban an them 900 1
gescriban quad he 900 1
gescriban uuas it 900 1
gescriban uuârun uuordun 900 2
gescriben perfecti unde 1000 1
gescôp krist cuning 900 1
gescôp that the 900 1
geseggea thar brôdarun 900 1
geseggean te sôdan 900 1
gesehan is sundeon 900 1
gesehan mugin alla 900 1
gesehen môstun huô 900 1
gesehen thar he 900 1
gesetana burgi managa 900 1
gesidli liof farlêtid 900 1
gesihit uualdandeo crist 900 1
gesittien endi im 900 1
gesiun sîdor gebôtean 900 1
geskeride fargaf fêgiun 900 1
geskáh pe des 1000 1
geskêd ac sind 900 1
geskêd fagaroro fratoo 900 1
gesprac barno rîkeast 900 1
gesprac folc iudeono 900 1
gesprac uuordun uuârfastun 900 1
gesprak gihugde thero 900 1
gesprak manno barnun 900 1
gesprak ni mênde 900 1
gesprak sô ford 900 1
gesprak sô tilêt 900 1
gesprecan huand iu 900 1
gesprecan êr sia 900 1
gesprikid man mid 900 1
gesprâcun than sie 900 1
gespôni endi spâhun 900 1
gesta sunt possit 900 1
gestanden frôfra far 900 1
gestare quietam <EOS> 900 1
gesteo the at 900 1
gesti sade sint 900 1
gestillid endi sie 900 1
gestiun te gômun 900 1
gestriuni hêlag halsmeni 900 1
gestseli endi he 900 1
gestseli endi that 900 1
gestseli gôme thiggean 900 1
gestélle únde fóne 1000 1
gestôd allaro barno 900 1
gesuester tuô mendiodun 900 1
gesuikane al sô 900 1
gesund kindiungan man 900 1
gesund thanan <EOS> 900 1
gesund uuesan <EOS> 900 1
gesunden thene the 900 1
gesundion that he 900 1
gesunfader an ênumu 900 1
gesuíchen hábet nû 1000 1
gesuîkan gesîdos mîne 900 1
gesuîkid thurh is 900 1
gesuôr that he 900 1
gesáhen diniu oûgen 1000 1
gesézene hára úbere 1000 1
gesîdes ni uuâri 900 1
gesîdes uuâri folgodi 900 1
gesîdi endi ine 900 1
gesîdi lêdis mid 900 1
gesîdi mikil <EOS> 900 1
gesîdi suîgon hêti 900 1
gesîdi tesamne sundea 900 1
gesîdi uueldun thiu 900 1
gesîdiu sôkean quâmin 900 1
gesîdo folc an 900 1
gesîdo folc endi 900 1
gesîdon giuuêt eft 900 1
gesîdos cristes the 900 1
gesîdos cristes uuacodun 900 1
gesîdos cristes uuordspâha 900 1
gesîdos endi selbo 900 1
gesîdos fand sie 900 1
gesîdos gesuikane al 900 1
gesîdos grôtte the 900 1
gesîdos gôde <EOS> 900 1
gesîdos ik iro 900 1
gesîdos mid imu 900 1
gesîdos mîna <EOS> 900 1
gesîdos mîne huô 900 1
gesîdos mîne iuuues 900 1
gesîdos mîne thea 900 1
gesîdos mîne uuârun 900 1
gesîdos sô he 900 1
gesîdos te imu 900 1
gesîdos thanen <EOS> 900 1
gesîdos tuelibi gumon 900 1
gesîdos tô bittra 900 1
gesîdos tô hôbun 900 1
gesîdskepea simblon hebbean 900 1
gesîdu thô uuard 900 1
gesîdun endi im 900 1
gesîdun endi ina 900 1
gesîdun sorgspell ni 900 1
gesîdun sprac the 900 1
gesîdun sprak <EOS> 900 1
gesîdun sâlig barn 900 1
gesîđi uuarð seggio 900 1
gesônien uuid thana 900 1
getalda sâlda gesagda 900 1
getalda treuuafta man 900 1
getalde treuuafte man 900 1
getellean man geseggean 900 1
geth ni deriu 900 1
getheono ac he 900 1
gethigedi te thanke 900 1
gethingod at theru 900 1
gethologean ge hosc 900 1
gethologean uuelon endi 900 1
getholon undar theru 900 1
gethringan thurh thea 900 1
gethringe obar that 900 1
gethuing hêt endi 900 2
gethuing mikil folc 900 1
gethuing sô samo 900 1
gethuing uueride mid 900 1
gethuldiun sô huat 900 1
gethuuing helpan uuelde 900 1
gethîhan thegnun managun 900 1
gethîhan uuidar thiu 900 1
getiunean ac mag 900 1
getrûoian uuel uuiten 900 1
getuehodi huat thu 900 1
getôgda that sie 900 1
geuuald an thesaru 900 1
geuuald an thesoro 900 1
geuuald auuinnan sulic 900 1
geuuald cuma fagara 900 1
geuuald fargaf that 900 1
geuuald fargibid alloro 900 1
geuuald fîundun bifelhen 900 1
geuuald habas quad 900 1
geuuald habas that 900 1
geuuald habda te 900 1
geuuald habde allun 900 1
geuuald habdi obar 900 1
geuuald hebbiu sundea 900 1
geuuald it scolde 900 1
geuuald obar al 900 1
geuualdon theses uuîdon 900 1
geuuand ênig that 900 1
geuuar aftar them 900 1
geuuarht for themu 900 1
geuuarhta geheftid an 900 1
geuuarhte an thesero 900 1
geuuarhte huand al 900 1
geuuarhte uualdand an 900 1
geuuarhten endi ôc 900 1
geuueld aftar themu 900 1
geuueldi stâd himil 900 1
geuueldi sî adalcuninges 900 1
geuueldid he ni 900 1
geuuerdan sô sô 900 1
geuuerdod that he 900 1
geuueride mid genuittio 900 1
geuuin dribun <EOS> 900 1
geuuin mikil uuid 900 1
geuuin sagdun uualdande 900 1
geuuin uuîgsaca frummien 900 1
geuuinnan an thesoro 900 1
geuuinne stôdun uulanca 900 1
geuuinne thô an 900 1
geuuinnen sô iro 900 1
geuuirdid that uualdand 900 1
geuuirkea mârlîco gemaco 900 1
geuuirkea than nim 900 1
geuuirkead that gi 900 1
geuuirkean bûtan sô 900 1
geuuirkean endi ôk 900 1
geuuirkean is uuilleon 900 1
geuuirkean namon giscrîban 900 1
geuuirkean uualdand frô 900 1
geuuirkeat than alâtid 900 1
geuuirken saca mid 900 1
geuuirkiad an thesoro 900 1
geuuit cuman mêron 900 1
geuuit endi the 900 1
geuuit fargaf lêt 900 1
geuuit habad sô 900 1
geuuitscepi giu uuâres 900 1
geuuitscepi that sie 900 1
geuuitscepies nu im 900 1
geuuitskepi strîd endi 900 1
geuuitskepie that iro 900 1
geuuitt lînodun spâha 900 1
geuuitt lînodun thegnos 900 1
geuuittea cumid <EOS> 900 1
geuuittea that hi 900 1
geuuitteu benumane <EOS> 900 1
geuuittio him uuas 900 1
geuuitun an thene 900 1
geuuitun fan themu 900 1
geuuitun im bêdie 900 1
geuuitun im mid 900 1
geuuitun im sôkean 900 1
geuuitun im thea 900 1
geuunnan endi allaro 900 1
geuunnen mêdomhord manag 900 1
geuunnen sô siu 900 1
geuunnen thoh ic 900 1
geuunnun an thesaro 900 1
geuuno that sie 900 1
geuunodun uueros thurh 900 1
geuunst endi uualdand 900 1
geuunstes bi them 900 1
geuuredien uuid themu 900 1
geuurhteo sô huemu 900 1
geuurhti sind <EOS> 900 1
geuurhtiun gidôen that 900 1
geuuriten huuô giboden 900 1
geuuuruhte te thi 900 1
geuuált kân ze 1000 1
geuuâdeas than mêr 900 1
geuuâdeo cust thoh 900 1
geuuâdeon te iu 900 1
geuuâdi huuô thie 900 1
geuuâdi sorgon <EOS> 900 1
geuuâdi sô huît 900 1
geuuâdi sô thiu 900 1
geuuâdies lôs <EOS> 900 1
geuuéndet hínter rúkke 1000 1
geuuêdea it uuêt 900 1
geuuêt imu the 900 1
geuuêt imu thô 900 2
geuuîhad endi seggead 900 1
geuuîhid selbo <EOS> 900 1
geuuîhid sî thîn 900 1
geuuîsadin mid uuârlôsun 900 1
geuuîsean mag seggean 900 1
geuuîsid endi he 900 1
geuuîsid thuo ni 900 1
geuuîsid uuâri the 900 1
geuuîsien ac dede 900 1
geuuîtnon sô he 900 1
geuuúnnesámôt uuérden an 1000 1
geuuúnstêr netuélet <EOS> 1000 1
geuértûn nemáhta nîoman 1000 1
geîste des diu 1000 1
gi aftar is 900 1
gi aftar thesumu 900 1
gi an hellie 900 1
gi an iuuuom 900 1
gi an mînumu 900 1
gi an strîde 900 1
gi an thana 900 2
gi an that 900 2
gi an themu 900 1
gi an thene 900 1
gi an thesumu 900 1
gi an thesun 900 1
gi antkennien uuel 900 1
gi arbidies sô 900 1
gi arme man 900 1
gi athengean sô 900 1
gi baldlîco ik 900 1
gi biddean than 900 1
gi biuuardon ni 900 1
gi bîdan leng 900 1
gi dreogerias darnungo 900 1
gi dâdun quidit 900 1
gi eft an 900 2
gi endi griotand 900 1
gi endi restiad 900 1
gi euuan hugi 900 1
gi fan mi 900 1
gi fan them 900 1
gi fasten hugi 900 1
gi fasto te 900 1
gi folgon sculun 900 1
gi frummien sculun 900 1
gi fâhen sculun 900 1
gi gangan herod 900 1
gi gangan sculun 900 1
gi geuuâdeas than 900 1
gi gilôbian sculun 900 1
gi god uuillean 900 1
gi gôdes tharod 900 1
gi helligithuuing forlâtad 900 1
gi hêr seldlîkes 900 1
gi hêr êr 900 1
gi hîr sinc 900 1
gi hôrien sculun 900 1
gi im hêr 900 1
gi im iuuuaro 900 1
gi im than 900 1
gi im that 900 1
gi im thus 900 1
gi imu sîn 900 1
gi imu sô 900 1
gi ina aftar 900 1
gi ina fîdan 900 1
gi ina gangan 900 1
gi ina ni 900 1
gi ina selbun 900 1
gi ina than 900 1
gi iro mannun 900 1
gi is thurh 900 1
gi is ênigan 900 1
gi israhelo edilifolcun 900 1
gi it gerno 900 1
gi it rekkien 900 1
gi it than 900 1
gi it uuiodon 900 1
gi iu betaran 900 1
gi iu selbon 900 1
gi iu thana 900 1
gi iu thene 900 1
gi iu thero 900 1
gi iu uuardon 900 2
gi iudeon thes 900 1
gi iuuua an 900 1
gi iuuua fastonnea 900 1
gi iuuua fîund 900 1
gi iuuua hêlag 900 1
gi iuuua inuuid 900 1
gi iuuua mâgos 900 1
gi iuuuan brôderskepi 900 1
gi iuuuan drohtin 900 1
gi iuuuan hugi 900 1
gi iuuuana drohtin 900 1
gi iuuues drohtines 900 1
gi iuuuomu drohtine 900 1
gi iuuuoro lêron 900 1
gi kunnun manages 900 1
gi liudio barn 900 1
gi lêstean sculun 900 1
gi lêstian ford 900 1
gi lîdan sculun 900 1
gi mendian sculun 900 1
gi mi dôan 900 1
gi mi holdlîco 900 1
gi mi lêdes 900 1
gi mi ni 900 1
gi mi sellien 900 1
gi mi thesan 900 1
gi mi thô 900 1
gi mi uuîtnon 900 1
gi mid hofnu 900 1
gi mid iuuuomu 900 1
gi mid iuuuon 900 1
gi mid uuordun 900 1
gi mîn gehugdin 900 1
gi mîn siokes 900 1
gi mîna thiu 900 1
gi mînan dôd 900 1
gi mînon bruodron 900 1
gi môdes sculun 900 1
gi môtun hêten 900 1
gi môtun thesaro 900 1
gi ne mugun 900 1
gi ne uuileat 900 1
gi neo ne 900 1
gi neotan ford 900 1
gi ni thurbun 900 1
gi noh sculun 900 1
gi nu ford 900 1
gi nêthuuanan ferran 900 1
gi oft mînan 900 1
gi quad he 900 1
gi quad siu 900 1
gi quidid he 900 1
gi rehtoro thingo 900 1
gi sculdige sind 900 1
gi sculun is 900 1
gi sculun mi 900 2
gi sea hugi 900 1
gi sie amerriad 900 1
gi sie cuman 900 1
gi sie eft 900 1
gi sie ni 900 1
gi simbla êrist 900 1
gi simlun hueo 900 1
gi simlun that 900 1
gi sind ediligiburdiun 900 1
gi sind gegnungo 900 1
gi sind nu 900 1
gi sorgon sculun 900 1
gi sorgon than 900 1
gi suînum teforan 900 1
gi sân antkennean 900 1
gi sîn te 900 1
gi sô forhta 900 1
gi sô gerna 900 1
gi sô gornondia 900 1
gi sô ic 900 1
gi sô libbeanda 900 1
gi sô ni 900 1
gi sô slâpen 900 1
gi sô uuarhtun 900 1
gi te bede 900 1
gi te thero 900 1
gi than an 900 1
gi than gangan 900 1
gi than te 900 1
gi than themu 900 1
gi than uuilliad 900 1
gi thana uueg 900 1
gi thar for 900 1
gi thar gidiuride 900 1
gi thar lêdes 900 1
gi thar tô 900 1
gi that bi 900 1
gi that ik 900 1
gi that sô 900 1
gi that te 900 2
gi that ârundi 900 1
gi thea armostun 900 1
gi thea dâdi 900 1
gi thea fruma 900 1
gi thea sprâca 900 1
gi them armun 900 1
gi thene lêriand 900 1
gi thes alles 900 1
gi thes cornes 900 1
gi thes drohtin 900 1
gi thes hêliandes 900 1
gi thes liohto 900 1
gi thes mit 900 1
gi thesaro dâdeo 900 1
gi thesoro uueroldes 900 2
gi thesun liudiun 900 2
gi thit uuedar 900 1
gi thiu fulgangan 900 1
gi thurh mîn 900 1
gi thurh ôdmôdi 900 1
gi thus an 900 1
gi umbi iuuua 900 3
gi umbi iuuuan 900 1
gi undar iuuua 900 1
gi undarhuggean uuel 900 1
gi uuardon sculun 900 1
gi uuarlîco iu 900 1
gi uuerdan hrênea 900 1
gi uuillean nôd 900 1
gi uuillean te 900 1
gi uuilleat êgan 900 1
gi uuilliad aftar 900 1
gi uuilliad mînun 900 1
gi uuilliad te 900 1
gi uuitan alle 900 1
gi uuitan môtun 900 1
gi uuiton alle 900 1
gi uuitun alle 900 2
gi uuitun that 900 1
gi uundan gold 900 1
gi uuârlogon quad 900 1
gi uuârun mi 900 1
gi ênan man 900 1
gi êniga êra 900 1
gi ênigumu manne 900 1
gi ôdrum hîr 900 1
gi ôk bi 900 1
gi ôk gisund 1000 1
gi-buozta sih thes 900 1
gi-deilder thanne <EOS> 900 1
gi-duot godes uuillion 900 1
gi-halde inan thruhtin 900 1
gi-lonon imoz <EOS> 900 1
gi-skerit ist thiu 900 1
gi-sund uz <EOS> 900 1
gia he im 900 1
giac he im 900 1
giac hi thar 900 1
gialdrod idis ni 900 1
gialtet man so 800 1
giarmod thar ûte 900 1
gibada an iro 900 1
gibade an iro 900 1
gibarg an ira 900 1
gibed thurh that 900 1
gibeddeon sidor ic 900 1
gibenkeon endi gibeddeon 900 1
gibeodan that gi 900 1
gibid he allun 900 1
gibid im drohtin 900 1
gibid iuu lîf 900 1
gibid nec it 900 1
gibidig endi ôk 900 1
gibidig ford uuerden 900 1
gibidig grimmora thing 900 1
gibidig that sie 900 1
gibidig uuerdan barn 900 1
gibidig uuerdan libdun 900 1
gibioden barn godes 900 1
gibioden geng fiscari 900 1
gibis thu ûs 900 1
gibit iu giuuit 900 1
giblandan ne uuissa 900 1
giblôdit an iro 900 1
giblôdit briostgithâht uuas 900 1
gibod godes <EOS> 900 4
gibod godes quad 900 1
gibod godes selbes 900 1
gibod godes thar 900 1
gibod godes that 900 1
gibod godes thoh 900 1
gibod godes thurh 900 1
gibod godes uuordun 900 1
gibod lêste sniumo 900 1
gibod lêstun uualdandes 900 1
gibod ob hiu 900 1
gibod sân antkenda 900 1
gibod that he 900 1
gibod uuard gilêstid 900 1
gibode al sô 900 1
giboden habad is 900 1
gibodscip scoldin frummian 900 1
gibodskepi thoh antfâhan 900 1
giboht im te 900 1
gibolgan frâgoda hwar 900 1
gibolgan geng <EOS> 900 1
gibolgan thanen the 900 1
gibolgan uuard snel 900 1
gibolgane gengun nâhor 900 1
gibolgono hugi <EOS> 900 1
giboran an bethleem 900 1
giboran an uueroldrîkea 900 1
giboran bald endi 900 1
giboran cunnies gôdes 900 1
giboran fon them 900 1
giboran fon thînera 900 1
giboran ni uurdi 900 1
giboran that ik 900 1
giboran uuerdan sô 900 1
giboran uurdi an 900 1
giboran uurdi magu 900 1
giboranaro manno quad 900 1
giboren that barn 900 1
giboren uurdi an 900 1
gibrengen uppan ênan 900 1
gibrâhti uueros an 900 1
gibrâhtun bi thera 900 1
gibrôcan an bôme 900 1
gibrôder endi imu 900 1
gibrôdrun antkendun that 900 1
gibu ic that 900 1
gibu ik iu 900 1
gibu mîn ferah 900 1
gibu âno uuîg 900 1
gibudi that sie 900 1
gibundan an ênon 900 1
gibundan stuod <EOS> 900 1
gibundanan that barn 900 2
gibundene bittra logna 900 1
giburd bodon ôstronie 900 1
giburd kuman fan 900 1
giburdeon ni uuâri 900 1
giburida quâdun that 900 1
gibârea that he 900 1
gibâri idis fan 900 1
gibâriad gi baldlîco 900 1
gibârie gisehan an 900 1
gibôd aftar thiu 900 1
gibôd bodo drohtines 900 1
gibôd endi thar 900 1
gibôd erodes obar 900 1
gibôd gilêstid te 900 1
gibôd huar sie 900 1
gibôd is ambahtion 900 1
gibôd rômodun te 900 1
gibôd sô hue 900 1
gibôd that git 900 1
gibôd that he 900 1
gibôd that is 900 1
gibôd that man 900 1
gibôd that sie 900 2
gibôd that uuit 900 1
gibôd thô <EOS> 900 1
gibôd torohtero têcno 900 1
gibôd uualdand mid 900 1
gibôd uualdand selbo 900 1
gibôd uualdand uuârlîco 900 1
gibôd uuârun uuordun 900 1
gibôknid thar the 900 1
gibôtid that sie 900 1
gibôtid uuard that 900 1
gibôtien thea dâdi 900 1
gibôtien uuiht firinuuerco 900 1
gicoran te kuninge 900 1
gicorana habdi selbo 900 1
gicorana te thio 900 1
gicoranan muod uuilleon 900 1
gicorane sie tuelibi 900 1
gicorane that sie 900 1
gicoranen te thiu 900 1
gicoren habde <EOS> 900 1
gicoston ik nimu 900 1
gicurun folgodun thînaru 900 1
gicôpot sô ik 900 1
gicôs krist an 900 1
gicôs uuelda manno 900 1
gicûddi that thi 900 1
gicûddin huar he 900 1
gicûdid craft godes 900 1
gicûdid is craft 900 1
gidago garu te 900 1
gidar ic thi 900 1
gideda ina the 900 1
gideda it sân 900 1
gideda sô mi 900 1
gidedin that im 900 1
gidiuride uuesen <EOS> 900 1
gidorsta thuru thes 900 1
gidorste it selbo 900 1
gidorste it êgan 900 1
gidorsti ef thu 900 1
gidorstin eftha dôd 900 1
gidorstin sia that 900 1
gidorstun ac midun 900 1
gidorstun im dernea 900 1
gidorstun te themo 900 1
gidorstun êr than 900 1
gidragan uueldi thes 900 1
gidrog im an 900 1
gidroge dâdi <EOS> 900 1
gidrôg the gio 900 1
gidrôg thero thiodo 900 1
gidrôgi sô quad 900 1
giduan firiho barnun 900 1
giduan himilrîki biloken 900 1
giduan hêrron te 900 1
giduan im te 900 1
giduan leobo drohtin 900 1
giduan mahtigna god 900 1
giduan that thu 900 1
giduan thoh hie 900 1
giduan uuas an 900 1
giduo it than 900 1
giduo it ôdrun 900 1
giduomis all bi 900 1
giduon an thriddion 900 1
giduot that he 900 1
gidâdi farliuui theses 900 1
gidâdin endi that 900 1
gidâdun lettun sie 900 1
gidâdun thea liudi 900 1
gidâdun thurh diurida 900 1
gidêl uuelono thene 900 1
gidêli sô thu 900 1
gidôen felgidun imu 900 1
gidôen that ine 900 1
gidôn ik that 900 1
gidôn that quad 900 1
gidôpean diurlîco thoh 900 1
gidôpean scal an 900 1
gidôt that he 900 1
gie im te 900 1
gie it bi 900 1
gie sô forahta 900 1
gie that crist 900 1
gie that sea 900 1
gie uuerco thes 900 1
gie uuordo gie 900 1
gifallin uuarð fêgero 900 1
gifangan thanna uuilli 900 1
gifangan uuas thiu 900 1
gifaran an fôdiu 900 1
gifaran quâmun obar 900 1
gifarana endi he 900 1
gifaranan thuo iu 900 1
gifaren is faderodil 900 1
gifastnod mid is 900 1
gifastnod stês suîdo 900 1
gifastnod that im 900 1
gifastnot fader alomahtig 900 1
gifengi endi ford 900 1
giformon al sô 900 1
giformon endi uuid 900 1
giformon thoh siu 900 1
gifragn ic that 900 3
gifragn ik that 900 6
gifrang aftar thiu 900 2
gifrang ik that 900 1
gifrumid after thiu 900 1
gifrumid habdi uualdandes 900 1
gifrumid mid firihon 900 1
gifrumid uuerdan nis 900 1
gifrumida botan that 900 1
gifrumidi uuammes te 900 1
gifrummian endi scolda 900 1
gifrummianne mid mînu 900 1
gifrummien lêdaro gilêsto 900 1
gifrummien ni môtun 900 1
gifrummien scal <EOS> 900 1
gifruofrean endi te 900 1
gifrâgi uuard aftar 900 1
gifrêson that hie 900 1
gifrôdod sint habad 900 1
gifrôdod sitit uuîs 900 1
gifrôdot man the 900 1
gifulleanne forduuardes nu 900 1
gifullid sô <EOS> 900 1
gifullit thurh iro 900 1
gifullit uuarð thar 900 1
gifullod uuirdid himilo 900 1
gifuolda iro fêgnes 900 1
gifuolian is êndagon 900 1
gifuolian thie gio 900 1
gifâhan kînan eftha 900 1
gifâhen quad he 900 1
gifôdid uuas an 900 1
gifôdit giboran bald 900 1
gifôlien is fardio 900 1
gifôrea endi fremidi 900 1
gigadon huergin thiu 900 1
gigamalod bium that 900 1
gigamalod mann that 900 1
gigangan an that 900 1
gigangen scal sô 900 1
gigareuuid godes rîki 900 1
gigareuuid uuard godes 900 1
gigaruuuenne mîna gôma 900 1
gigeban uuerdan gisald 900 1
gigeng bigan imu 900 1
gigeng kên imu 900 1
gigengi gistôd that 900 1
gigengi uuas gimarcod 900 1
gigereuuid gengun engilos 900 1
gigereuuid stendid that 900 1
gigereuuid that all 900 1
giggimada danan in 800 1
gigirnan ni mohtun 900 1
gigômean an iuuuon 900 1
gihaldan that it 900 1
gihaldana thanan uuendan 900 1
gihalden te mi 900 1
gihalden uuider hettiandeon 900 1
gihaldid that he 900 1
gihaldit that hie 900 1
gihaloda ina hier 900 1
gihalode mid thiu 900 1
gihaloden te helpu 900 1
gihalôt uuerde <EOS> 900 1
gihauuuan thar gio 900 1
giheftid barrabas uuas 900 1
giheftid is herta 900 1
giheftid stuod <EOS> 900 1
